     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
  5.742,   0.014,   0.033,   0.084,   1.652,   0.057,   0.987,   0.999,   1.000
  7.034,   0.029,   0.064,   0.097,   1.559,   0.079,   0.997,   1.000,   1.000
  5.311,   0.021,   0.047,   0.124,   2.407,   0.067,   0.988,   0.999,   1.000
  6.761,   0.020,   0.047,   0.101,   1.985,   0.072,   0.980,   0.999,   1.000
  6.050,   0.024,   0.056,   0.063,   1.250,   0.066,   0.998,   1.000,   1.000
 10.124,   0.026,   0.058,   0.325,   3.516,   0.107,   0.953,   0.985,   0.998
 10.625,   0.038,   0.092,   0.267,   2.441,   0.120,   0.932,   0.992,   1.000
  9.195,   0.026,   0.061,   0.226,   2.979,   0.092,   0.970,   0.996,   0.998
  8.736,   0.022,   0.047,   0.272,   3.597,   0.093,   0.961,   0.992,   0.998
  9.683,   0.024,   0.053,   0.244,   2.987,   0.100,   0.945,   0.996,   1.000
  6.089,   0.019,   0.043,   0.066,   1.376,   0.064,   0.992,   0.998,   0.999
 13.316,   0.039,   0.085,   0.264,   2.527,   0.149,   0.951,   0.974,   0.987
  7.357,   0.021,   0.047,   0.193,   3.075,   0.078,   0.988,   0.996,   0.998
  7.292,   0.024,   0.056,   0.148,   2.256,   0.076,   0.981,   0.999,   1.000
  6.417,   0.035,   0.085,   0.172,   1.888,   0.097,   0.985,   0.999,   0.999
  6.969,   0.017,   0.039,   0.121,   2.189,   0.071,   0.976,   0.996,   1.000
  6.409,   0.019,   0.041,   0.110,   1.873,   0.071,   0.980,   0.999,   1.000
  7.992,   0.021,   0.050,   0.228,   3.058,   0.080,   0.976,   0.996,   0.999
 10.885,   0.025,   0.060,   0.192,   1.852,   0.109,   0.937,   0.990,   0.998
  7.340,   0.025,   0.056,   0.098,   1.407,   0.077,   0.991,   0.999,   1.000
 10.029,   0.029,   0.067,   0.270,   2.868,   0.104,   0.952,   0.995,   1.000
  7.290,   0.022,   0.050,   0.175,   2.664,   0.075,   0.988,   0.999,   1.000
  4.541,   0.029,   0.069,   0.116,   1.711,   0.078,   0.984,   0.999,   1.000
  7.896,   0.028,   0.067,   0.154,   1.949,   0.092,   0.977,   0.995,   0.998
 12.074,   0.037,   0.082,   0.284,   3.112,   0.124,   0.915,   0.992,   1.000
  6.459,   0.028,   0.061,   0.164,   2.462,   0.083,   0.985,   1.000,   1.000
 16.200,   0.039,   0.081,   0.502,   4.015,   0.170,   0.909,   0.962,   0.982
  8.196,   0.022,   0.049,   0.128,   1.841,   0.083,   0.962,   0.999,   1.000
  6.590,   0.018,   0.041,   0.089,   1.564,   0.067,   0.979,   0.999,   1.000
  4.263,   0.030,   0.073,   0.107,   1.527,   0.080,   0.998,   1.000,   1.000
  4.093,   0.015,   0.034,   0.040,   1.087,   0.046,   0.997,   1.000,   1.000
 10.649,   0.026,   0.063,   0.295,   3.361,   0.107,   0.934,   0.993,   0.999
  8.451,   0.019,   0.040,   0.169,   2.350,   0.089,   0.948,   0.996,   0.997
  8.113,   0.023,   0.054,   0.129,   1.690,   0.085,   0.971,   0.999,   0.999
 11.610,   0.043,   0.091,   0.375,   3.395,   0.143,   0.808,   0.994,   1.000
