     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
 16.782,   0.053,   0.109,   0.522,   3.569,   0.188,   0.793,   0.969,   0.994
  7.228,   0.023,   0.051,   0.147,   2.265,   0.075,   0.994,   1.000,   1.000
  8.653,   0.021,   0.050,   0.165,   2.159,   0.088,   0.964,   0.994,   0.998
  9.237,   0.029,   0.064,   0.222,   2.868,   0.095,   0.962,   0.999,   1.000
  9.206,   0.025,   0.062,   0.210,   2.339,   0.100,   0.956,   0.993,   0.997
  9.433,   0.033,   0.070,   0.402,   4.395,   0.113,   0.948,   0.997,   0.998
 13.080,   0.039,   0.086,   0.681,   6.143,   0.137,   0.906,   0.989,   0.998
 10.577,   0.030,   0.073,   0.215,   2.289,   0.109,   0.937,   0.997,   0.999
  7.080,   0.019,   0.043,   0.186,   3.042,   0.071,   0.978,   0.999,   1.000
  7.584,   0.020,   0.048,   0.188,   2.469,   0.082,   0.964,   0.996,   1.000
  8.283,   0.034,   0.074,   0.148,   1.979,   0.093,   0.993,   1.000,   1.000
  6.305,   0.021,   0.046,   0.163,   2.886,   0.072,   0.981,   0.999,   1.000
  8.847,   0.024,   0.055,   0.159,   2.378,   0.092,   0.957,   0.994,   1.000
  4.970,   0.019,   0.044,   0.041,   0.991,   0.056,   0.998,   1.000,   1.000
 13.451,   0.027,   0.060,   0.487,   4.177,   0.136,   0.928,   0.973,   0.993
  9.544,   0.026,   0.062,   0.201,   2.323,   0.100,   0.959,   0.993,   0.999
  8.313,   0.021,   0.049,   0.226,   3.052,   0.083,   0.976,   0.996,   0.998
  8.197,   0.022,   0.049,   0.257,   3.523,   0.087,   0.968,   0.996,   1.000
 10.325,   0.027,   0.058,   0.284,   3.167,   0.114,   0.955,   0.980,   0.999
  6.125,   0.029,   0.064,   0.087,   1.409,   0.086,   0.994,   0.998,   0.999
 15.911,   0.046,   0.096,   0.342,   2.978,   0.178,   0.900,   0.966,   0.984
  8.235,   0.023,   0.051,   0.231,   3.267,   0.088,   0.969,   0.997,   0.998
  9.165,   0.022,   0.052,   0.206,   2.662,   0.092,   0.958,   0.996,   1.000
  9.709,   0.043,   0.107,   0.305,   2.676,   0.129,   0.919,   0.996,   0.999
  6.440,   0.021,   0.049,   0.116,   2.132,   0.070,   0.977,   0.999,   1.000
  7.337,   0.023,   0.050,   0.150,   2.224,   0.086,   0.976,   0.996,   1.000
  8.624,   0.023,   0.055,   0.287,   3.349,   0.086,   0.971,   0.995,   0.999
 12.360,   0.036,   0.084,   0.230,   2.039,   0.127,   0.950,   0.984,   0.995
  6.915,   0.037,   0.080,   0.185,   1.968,   0.106,   0.973,   0.999,   1.000
 10.786,   0.031,   0.067,   0.333,   3.529,   0.117,   0.925,   0.990,   0.999
  9.282,   0.024,   0.059,   0.308,   3.263,   0.095,   0.948,   0.997,   0.999
  3.371,   0.020,   0.047,   0.051,   1.203,   0.054,   0.996,   1.000,   1.000
 11.187,   0.031,   0.075,   0.331,   2.750,   0.120,   0.956,   0.988,   0.995
 10.847,   0.029,   0.068,   0.303,   3.294,   0.109,   0.949,   0.993,   0.999
  6.530,   0.022,   0.048,   0.129,   2.167,   0.073,   0.983,   0.999,   1.000
 18.142,   0.082,   0.164,   1.157,   6.364,   0.250,   0.717,   0.936,   0.971
  8.578,   0.025,   0.054,   0.126,   1.812,   0.087,   0.966,   0.999,   1.000
  7.179,   0.018,   0.041,   0.108,   1.780,   0.072,   0.976,   1.000,   1.000
  4.022,   0.024,   0.056,   0.085,   1.431,   0.066,   0.998,   0.999,   1.000
  6.198,   0.019,   0.045,   0.065,   1.411,   0.062,   0.993,   0.999,   1.000
  6.782,   0.017,   0.039,   0.132,   2.332,   0.068,   0.982,   0.998,   0.999
  8.616,   0.019,   0.042,   0.181,   2.521,   0.088,   0.976,   0.996,   0.997
  8.177,   0.020,   0.048,   0.122,   1.670,   0.082,   0.973,   0.998,   0.999
 12.456,   0.038,   0.080,   0.373,   3.534,   0.139,   0.894,   0.981,   1.000
